Project Name,Package Name,Type Name,LCOM1,LCOM2,LCOM3,LCOM4,LCOM5,YALCOM
pixel-dungeon,com.watabou.pixeldungeon.effects,Fireball,23.0,18.0,4.0,4.0,0.9230769230769231,0.5
pixel-dungeon,com.watabou.pixeldungeon.effects,Flame,2.0,1.0,2.0,2.0,0.75,0.6666666666666666
pixel-dungeon,com.watabou.pixeldungeon.effects,Effects,0.0,0.0,1.0,1.0,0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.effects,IceBlock,3.0,0.0,2.0,2.0,0.5,0.5
pixel-dungeon,com.watabou.pixeldungeon.effects,Pushing,0.0,0.0,1.0,1.0,0.6190476190476191,0.0
pixel-dungeon,com.watabou.pixeldungeon.effects,Effect,0.0,0.0,1.0,1.0,-0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.effects,TorchHalo,4.0,2.0,2.0,2.0,0.6666666666666666,0.5
pixel-dungeon,com.watabou.pixeldungeon.effects,CellEmitter,3.0,0.0,3.0,3.0,0.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.effects,DeathRay,2.0,1.0,2.0,2.0,0.6666666666666666,0.6666666666666666
pixel-dungeon,com.watabou.pixeldungeon.effects,BannerSprites,0.0,0.0,1.0,1.0,0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.effects,Lightning,2.0,1.0,2.0,2.0,0.5555555555555556,0.6666666666666666
pixel-dungeon,com.watabou.pixeldungeon.effects,Degradation,36.0,0.0,9.0,9.0,0.9791666666666666,0.8888888888888888
pixel-dungeon,com.watabou.pixeldungeon.effects,Speck,1.0,0.0,2.0,2.0,0.5,0.0
pixel-dungeon,com.watabou.pixeldungeon.effects,Swap,6.0,2.0,2.0,2.0,0.6875,0.4
pixel-dungeon,com.watabou.pixeldungeon.effects,Effect,0.0,0.0,1.0,1.0,-0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.effects,Splash,0.0,0.0,1.0,1.0,0.3333333333333333,0.0
pixel-dungeon,com.watabou.pixeldungeon.effects,SplashFactory,0.0,0.0,1.0,1.0,0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.effects,CheckedCell,0.0,0.0,1.0,1.0,-0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.effects,FloatingText,24.0,20.0,5.0,3.0,0.8571428571428571,0.25
pixel-dungeon,com.watabou.pixeldungeon.effects,EmoIcon,0.0,0.0,1.0,1.0,0.4166666666666667,0.0
pixel-dungeon,com.watabou.pixeldungeon.effects,Sleep,0.0,0.0,1.0,1.0,0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.effects,Alert,0.0,0.0,1.0,1.0,0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.effects,Ripple,2.0,1.0,2.0,2.0,0.5,0.6666666666666666
pixel-dungeon,com.watabou.pixeldungeon.effects,Halo,5.0,4.0,3.0,3.0,0.75,0.0
pixel-dungeon,com.watabou.pixeldungeon.effects,SpellSprite,6.0,2.0,2.0,2.0,0.9285714285714286,0.0
pixel-dungeon,com.watabou.pixeldungeon.effects,BadgeBanner,9.0,3.0,3.0,3.0,0.8,0.3333333333333333
pixel-dungeon,com.watabou.pixeldungeon.effects,ShadowBox,3.0,0.0,3.0,2.0,-0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.effects,Identification,10.0,0.0,5.0,5.0,0.9166666666666667,0.8
pixel-dungeon,com.watabou.pixeldungeon.effects,Speck,1.0,0.0,2.0,2.0,0.5,0.0
pixel-dungeon,com.watabou.pixeldungeon.effects,BlobEmitter,0.0,0.0,1.0,1.0,0.6666666666666667,0.0
pixel-dungeon,com.watabou.pixeldungeon.effects,MagicMissile,728.0,595.0,21.0,17.0,0.9471544715447155,0.40476190476190477
pixel-dungeon,com.watabou.pixeldungeon.effects,MagicParticle,10.0,0.0,5.0,4.0,1.25,0.8
pixel-dungeon,com.watabou.pixeldungeon.effects,EarthParticle,3.0,0.0,3.0,2.0,1.5,0.6666666666666666
pixel-dungeon,com.watabou.pixeldungeon.effects,WhiteParticle,10.0,0.0,5.0,4.0,1.25,0.8
pixel-dungeon,com.watabou.pixeldungeon.effects,SlowParticle,7.0,4.0,3.0,3.0,0.875,0.6
pixel-dungeon,com.watabou.pixeldungeon.effects,ForceParticle,3.0,0.0,3.0,2.0,1.5,0.6666666666666666
pixel-dungeon,com.watabou.pixeldungeon.effects,ColdParticle,10.0,0.0,5.0,4.0,1.25,0.8
pixel-dungeon,com.watabou.pixeldungeon.effects,Speck,11.0,1.0,3.0,3.0,0.828125,0.2857142857142857
pixel-dungeon,com.watabou.pixeldungeon.effects,Flare,16.0,11.0,3.0,2.0,0.7857142857142857,0.2857142857142857
pixel-dungeon,com.watabou.pixeldungeon.effects.particles,BloodParticle,6.0,0.0,4.0,3.0,1.3333333333333333,0.75
pixel-dungeon,com.watabou.pixeldungeon.effects.particles,FlameParticle,10.0,0.0,5.0,4.0,1.25,0.8
pixel-dungeon,com.watabou.pixeldungeon.effects.particles,PurpleParticle,21.0,0.0,7.0,5.0,1.1666666666666667,0.7142857142857143
pixel-dungeon,com.watabou.pixeldungeon.effects.particles,ElmoParticle,10.0,0.0,5.0,4.0,1.25,0.8
pixel-dungeon,com.watabou.pixeldungeon.effects.particles,FlowParticle,9.0,3.0,3.0,3.0,0.7333333333333333,0.5
pixel-dungeon,com.watabou.pixeldungeon.effects.particles,Flow,0.0,0.0,1.0,1.0,-0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.effects.particles,EnergyParticle,10.0,0.0,5.0,4.0,1.25,0.8
pixel-dungeon,com.watabou.pixeldungeon.effects.particles,WoolParticle,3.0,0.0,3.0,2.0,1.5,0.6666666666666666
pixel-dungeon,com.watabou.pixeldungeon.effects.particles,WebParticle,6.0,0.0,4.0,3.0,1.3333333333333333,0.75
pixel-dungeon,com.watabou.pixeldungeon.effects.particles,SacrificialParticle,10.0,0.0,5.0,4.0,1.25,0.8
pixel-dungeon,com.watabou.pixeldungeon.effects.particles,ShaftParticle,10.0,10.0,5.0,4.0,1.125,0.8
pixel-dungeon,com.watabou.pixeldungeon.effects.particles,LeafParticle,6.0,0.0,4.0,2.0,1.1666666666666667,0.5
pixel-dungeon,com.watabou.pixeldungeon.effects.particles,SmokeParticle,6.0,0.0,4.0,3.0,1.3333333333333333,0.75
pixel-dungeon,com.watabou.pixeldungeon.effects.particles,ShadowParticle,21.0,0.0,7.0,4.0,1.1666666666666667,0.5714285714285714
pixel-dungeon,com.watabou.pixeldungeon.effects.particles,BlastParticle,10.0,0.0,5.0,4.0,1.25,0.8
pixel-dungeon,com.watabou.pixeldungeon.effects.particles,SnowParticle,6.0,0.0,4.0,3.0,1.3333333333333333,0.75
pixel-dungeon,com.watabou.pixeldungeon.effects.particles,PoisonParticle,28.0,0.0,8.0,6.0,1.1428571428571428,0.75
pixel-dungeon,com.watabou.pixeldungeon.effects.particles,WindParticle,6.0,0.0,1.0,1.0,0.775,0.0
pixel-dungeon,com.watabou.pixeldungeon.effects.particles,Wind,0.0,0.0,1.0,1.0,-0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.effects.particles,SparkParticle,10.0,0.0,5.0,4.0,1.25,0.8
pixel-dungeon,com.watabou.pixeldungeon.effects.particles,EarthParticle,6.0,0.0,4.0,3.0,1.3333333333333333,0.75
pixel-dungeon,com.watabou.pixeldungeon.utils,Utils,3.0,0.0,3.0,3.0,1.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.utils,BArray,21.0,0.0,7.0,7.0,0.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.utils,GLog,10.0,0.0,5.0,5.0,1.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.ui,Toolbar,393.0,351.0,12.0,12.0,0.941923774954628,0.36666666666666664
pixel-dungeon,com.watabou.pixeldungeon.ui,Tool,0.0,0.0,1.0,1.0,0.4,0.0
pixel-dungeon,com.watabou.pixeldungeon.ui,QuickslotTool,0.0,0.0,1.0,1.0,-0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.ui,PickedUpItem,2.0,1.0,2.0,2.0,0.5,0.6666666666666666
pixel-dungeon,com.watabou.pixeldungeon.ui,GameLog,23.0,18.0,5.0,3.0,0.8367346938775511,0.25
pixel-dungeon,com.watabou.pixeldungeon.ui,Entry,0.0,0.0,1.0,1.0,0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.ui,DangerIndicator,11.0,7.0,3.0,3.0,0.9199999999999999,0.5
pixel-dungeon,com.watabou.pixeldungeon.ui,ScrollPane,20.0,0.0,6.0,5.0,0.9166666666666666,0.0
pixel-dungeon,com.watabou.pixeldungeon.ui,TouchController,1.0,0.0,1.0,1.0,0.6666666666666666,0.0
pixel-dungeon,com.watabou.pixeldungeon.ui,ExitButton,5.0,0.0,2.0,2.0,0.2,0.3333333333333333
pixel-dungeon,com.watabou.pixeldungeon.ui,Toast,9.0,3.0,3.0,1.0,0.6799999999999999,0.0
pixel-dungeon,com.watabou.pixeldungeon.ui,Archs,0.0,0.0,1.0,1.0,0.5,0.0
pixel-dungeon,com.watabou.pixeldungeon.ui,LootIndicator,7.0,4.0,3.0,3.0,0.8333333333333333,0.6
pixel-dungeon,com.watabou.pixeldungeon.ui,Banner,7.0,4.0,3.0,3.0,0.65,0.6
pixel-dungeon,com.watabou.pixeldungeon.ui,SimpleButton,11.0,1.0,3.0,1.0,0.3333333333333333,0.0
pixel-dungeon,com.watabou.pixeldungeon.ui,CheckBox,7.0,4.0,3.0,3.0,0.5,0.0
pixel-dungeon,com.watabou.pixeldungeon.ui,StatusPane,40.0,25.0,4.0,4.0,0.8666666666666666,0.36363636363636365
pixel-dungeon,com.watabou.pixeldungeon.ui,MenuButton,5.0,0.0,2.0,2.0,0.2,0.3333333333333333
pixel-dungeon,com.watabou.pixeldungeon.ui,Compass,0.0,0.0,1.0,1.0,0.6000000000000001,0.0
pixel-dungeon,com.watabou.pixeldungeon.ui,Window,40.0,35.0,7.0,2.0,0.8888888888888888,0.2
pixel-dungeon,com.watabou.pixeldungeon.ui,BadgesList,12.0,3.0,1.0,1.0,0.7333333333333334,0.0
pixel-dungeon,com.watabou.pixeldungeon.ui,ListItem,2.0,0.0,1.0,1.0,0.6666666666666666,0.0
pixel-dungeon,com.watabou.pixeldungeon.ui,AttackIndicator,48.0,41.0,7.0,2.0,0.8714285714285716,0.18181818181818182
pixel-dungeon,com.watabou.pixeldungeon.ui,GoldIndicator,0.0,0.0,1.0,1.0,0.75,0.0
pixel-dungeon,com.watabou.pixeldungeon.ui,HealthIndicator,6.0,2.0,2.0,2.0,0.75,0.4
pixel-dungeon,com.watabou.pixeldungeon.ui,Tag,5.0,0.0,1.0,1.0,0.7,0.0
pixel-dungeon,com.watabou.pixeldungeon.ui,RedButton,21.0,0.0,1.0,1.0,0.6333333333333333,0.0
pixel-dungeon,com.watabou.pixeldungeon.ui,BusyIndicator,1.0,0.0,2.0,2.0,0.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.ui,HealthBar,1.0,0.0,1.0,1.0,0.6666666666666666,0.0
pixel-dungeon,com.watabou.pixeldungeon.ui,ItemSlot,45.0,35.0,7.0,6.0,0.9235294117647058,0.5454545454545454
pixel-dungeon,com.watabou.pixeldungeon.ui,ResumeButton,9.0,8.0,4.0,4.0,0.75,0.8
pixel-dungeon,com.watabou.pixeldungeon.ui,HighlightedText,0.0,0.0,3.0,3.0,0.6666666666666666,0.0
pixel-dungeon,com.watabou.pixeldungeon.ui,QuickSlot,282.0,264.0,18.0,12.0,0.8589743589743589,0.16
pixel-dungeon,com.watabou.pixeldungeon.ui,BuffIndicator,13.0,11.0,4.0,3.0,1.1333333333333333,0.3333333333333333
pixel-dungeon,com.watabou.pixeldungeon.ui,PrefsButton,5.0,0.0,2.0,2.0,0.2,0.3333333333333333
pixel-dungeon,com.watabou.pixeldungeon.actors,Actor,228.0,180.0,13.0,7.0,0.8434782608695651,0.0
pixel-dungeon,com.watabou.pixeldungeon.actors,Char,507.0,419.0,21.0,9.0,0.9590792838874681,0.17142857142857143
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Bat,21.0,0.0,7.0,7.0,1.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Warlock,45.0,0.0,10.0,8.0,1.0,0.7
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Rat,10.0,0.0,5.0,5.0,0.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,DM300,45.0,0.0,10.0,10.0,1.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Acidic,1.0,0.0,2.0,2.0,0.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Thief,51.0,36.0,7.0,7.0,0.8636363636363636,0.4166666666666667
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Fleeing,0.0,0.0,1.0,1.0,0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Golem,36.0,0.0,9.0,9.0,1.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Goo,90.0,75.0,10.0,8.0,0.8928571428571429,0.4666666666666667
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Tengu,54.0,53.0,10.0,9.0,0.9666666666666666,0.6363636363636364
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Swarm,30.0,24.0,6.0,5.0,0.8333333333333333,0.5555555555555556
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Elemental,21.0,0.0,7.0,7.0,1.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Skeleton,28.0,0.0,8.0,7.0,1.0,0.875
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Scorpio,36.0,0.0,9.0,9.0,1.0,0.7777777777777778
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Senior,3.0,0.0,3.0,3.0,0.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Succubus,35.0,34.0,8.0,8.0,0.96875,0.7777777777777778
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Spinner,45.0,0.0,10.0,10.0,1.0,0.7
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Fleeing,0.0,0.0,1.0,1.0,0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Shielded,3.0,0.0,3.0,3.0,0.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Mimic,37.0,19.0,5.0,5.0,0.8,0.36363636363636365
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Statue,100.0,64.0,9.0,9.0,0.84375,0.47058823529411764
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Wraith,45.0,35.0,7.0,5.0,0.875,0.36363636363636365
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Mob,689.0,558.0,20.0,14.0,0.9574999999999999,0.34146341463414637
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,AiState,1.0,0.0,2.0,2.0,0.0,-1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Sleeping,1.0,0.0,2.0,2.0,2.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Wandering,1.0,0.0,2.0,2.0,2.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Hunting,1.0,0.0,2.0,2.0,2.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Fleeing,3.0,0.0,3.0,3.0,1.5,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Passive,1.0,0.0,2.0,2.0,2.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Piranha,55.0,0.0,11.0,10.0,1.0,0.7272727272727273
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Monk,36.0,0.0,9.0,9.0,1.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,FetidRat,28.0,0.0,8.0,8.0,1.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Shaman,28.0,0.0,8.0,8.0,1.0,0.875
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,CursePersonification,28.0,0.0,8.0,8.0,1.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Eye,35.0,34.0,8.0,6.0,0.96875,0.6666666666666666
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,King,357.0,336.0,22.0,21.0,0.9417989417989417,0.5357142857142857
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Undead,55.0,0.0,11.0,11.0,0.95,0.9090909090909091
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Albino,1.0,0.0,2.0,2.0,0.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Bandit,1.0,0.0,3.0,3.0,2.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Bestiary,6.0,0.0,4.0,2.0,0.0,0.5
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Brute,18.0,15.0,5.0,5.0,0.8888888888888888,0.7142857142857143
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Yog,561.0,0.0,34.0,34.0,0.9734848484848485,0.5588235294117647
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,RottingFist,45.0,0.0,10.0,10.0,1.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,BurningFist,55.0,0.0,11.0,10.0,1.0,0.8181818181818182
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Larva,6.0,0.0,4.0,4.0,0.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Crab,15.0,0.0,6.0,6.0,0.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs,Gnoll,10.0,0.0,5.0,5.0,0.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs.npcs,Imp,136.0,136.0,17.0,17.0,0.9027777777777778,0.5294117647058824
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs.npcs,Quest,21.0,0.0,7.0,7.0,0.6363636363636364,0.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs.npcs,Bee,75.0,72.0,11.0,10.0,0.9166666666666666,0.7692307692307693
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs.npcs,Wandering,1.0,0.0,2.0,2.0,0.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs.npcs,Ghost,324.0,323.0,25.0,23.0,0.9503030303030303,0.5384615384615384
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs.npcs,Quest,21.0,21.0,7.0,7.0,0.6666666666666666,0.2857142857142857
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs.npcs,QuestHandler,1.0,0.0,2.0,2.0,0.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs.npcs,ImpShopkeeper,3.0,3.0,3.0,3.0,1.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs.npcs,Wandmaker,275.0,274.0,23.0,23.0,0.9444444444444444,0.625
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs.npcs,Quest,15.0,15.0,6.0,6.0,0.676923076923077,0.3333333333333333
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs.npcs,QuestHandler,3.0,3.0,3.0,3.0,1.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs.npcs,Blacksmith,105.0,0.0,15.0,14.0,0.9060150375939849,0.5333333333333333
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs.npcs,Quest,6.0,0.0,4.0,4.0,0.4545454545454546,0.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs.npcs,Shopkeeper,36.0,0.0,9.0,5.0,1.0,0.5555555555555556
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs.npcs,NPC,3.0,0.0,3.0,3.0,0.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs.npcs,RatKing,28.0,0.0,8.0,8.0,0.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.mobs.npcs,MirrorImage,39.0,23.0,5.0,5.0,0.8142857142857143,0.45454545454545453
pixel-dungeon,com.watabou.pixeldungeon.actors.hero,Hero,1404.0,1038.0,17.0,8.0,0.9532753092075126,0.1
pixel-dungeon,com.watabou.pixeldungeon.actors.hero,Doom,0.0,0.0,1.0,1.0,0.0,-1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.hero,Belongings,95.0,54.0,6.0,6.0,0.8291666666666666,0.35294117647058826
pixel-dungeon,com.watabou.pixeldungeon.actors.hero,ItemIterator,0.0,0.0,1.0,1.0,0.125,0.0
pixel-dungeon,com.watabou.pixeldungeon.actors.hero,HeroAction,17.0,0.0,3.0,3.0,0.7407407407407407,0.3
pixel-dungeon,com.watabou.pixeldungeon.actors.hero,Move,0.0,0.0,1.0,1.0,0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.actors.hero,PickUp,0.0,0.0,1.0,1.0,0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.actors.hero,OpenChest,0.0,0.0,1.0,1.0,0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.actors.hero,Buy,0.0,0.0,1.0,1.0,0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.actors.hero,Interact,0.0,0.0,1.0,1.0,0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.actors.hero,Unlock,0.0,0.0,1.0,1.0,0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.actors.hero,Descend,0.0,0.0,1.0,1.0,0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.actors.hero,Ascend,0.0,0.0,1.0,1.0,0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.actors.hero,Cook,0.0,0.0,1.0,1.0,0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.actors.hero,Attack,0.0,0.0,1.0,1.0,0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Awareness,0.0,0.0,1.0,1.0,0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Frost,10.0,0.0,5.0,5.0,1.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Buff,27.0,0.0,4.0,3.0,0.3,0.2727272727272727
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Burning,22.0,16.0,5.0,4.0,0.8857142857142858,0.5
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Light,6.0,0.0,4.0,4.0,1.1666666666666667,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Paralysis,15.0,0.0,6.0,5.0,1.0,0.8333333333333334
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Bleeding,9.0,3.0,3.0,3.0,0.6,0.5
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Blindness,3.0,0.0,3.0,3.0,0.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,FlavourBuff,0.0,0.0,1.0,1.0,0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Regeneration,0.0,0.0,1.0,1.0,0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,MindVision,3.0,0.0,4.0,4.0,1.5,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Fury,3.0,0.0,3.0,3.0,1.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Charm,9.0,8.0,4.0,4.0,0.75,0.8
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Poison,22.0,16.0,5.0,5.0,0.7142857142857143,0.625
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Slow,3.0,0.0,3.0,3.0,1.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Rage,1.0,0.0,2.0,2.0,0.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Invisibility,10.0,0.0,5.0,4.0,1.25,0.8
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,GasesImmunity,1.0,0.0,2.0,2.0,2.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Levitation,6.0,0.0,4.0,4.0,1.3333333333333333,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Terror,9.0,8.0,4.0,4.0,0.8333333333333333,0.8
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Combo,6.0,6.0,4.0,4.0,1.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Ooze,3.0,3.0,3.0,2.0,1.0,0.6666666666666666
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Cripple,1.0,0.0,2.0,2.0,2.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Shadows,22.0,16.0,5.0,4.0,0.7142857142857143,0.5
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Roots,6.0,0.0,4.0,4.0,0.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Amok,1.0,0.0,2.0,2.0,0.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Vertigo,3.0,0.0,3.0,3.0,1.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Sleep,0.0,0.0,0.0,0.0,0.0,-1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Barkskin,7.0,4.0,3.0,3.0,0.5,0.6
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Speed,0.0,0.0,0.0,0.0,0.0,-1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,SnipersMark,5.0,4.0,3.0,3.0,0.6666666666666666,0.75
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Hunger,7.0,0.0,2.0,2.0,0.7857142857142857,0.25
pixel-dungeon,com.watabou.pixeldungeon.actors.buffs,Weakness,10.0,0.0,5.0,5.0,1.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.blobs,ParalyticGas,3.0,0.0,3.0,3.0,0.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.blobs,WaterOfTransmutation,36.0,0.0,9.0,4.0,0.0,0.4444444444444444
pixel-dungeon,com.watabou.pixeldungeon.actors.blobs,WaterOfAwareness,6.0,0.0,4.0,4.0,1.0,0.75
pixel-dungeon,com.watabou.pixeldungeon.actors.blobs,Alchemy,7.0,4.0,3.0,3.0,0.5,0.6
pixel-dungeon,com.watabou.pixeldungeon.actors.blobs,Foliage,3.0,0.0,3.0,3.0,0.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.blobs,Fire,10.0,0.0,5.0,4.0,0.0,0.6
pixel-dungeon,com.watabou.pixeldungeon.actors.blobs,Blob,27.0,0.0,4.0,3.0,0.7777777777777778,0.2727272727272727
pixel-dungeon,com.watabou.pixeldungeon.actors.blobs,SacrificialFire,30.0,24.0,6.0,5.0,0.925,0.4444444444444444
pixel-dungeon,com.watabou.pixeldungeon.actors.blobs,Marked,3.0,0.0,3.0,3.0,1.5,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.blobs,WellWater,11.0,1.0,3.0,1.0,0.3333333333333333,0.0
pixel-dungeon,com.watabou.pixeldungeon.actors.blobs,Regrowth,1.0,0.0,2.0,2.0,0.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.blobs,Freezing,0.0,0.0,1.0,1.0,0.0,0.0
pixel-dungeon,com.watabou.pixeldungeon.actors.blobs,WaterOfHealth,6.0,0.0,4.0,4.0,1.0,1.0
pixel-dungeon,com.watabou.pixeldungeon.actors.blobs,Web,6.0,0.0,4.0,4.0,0.0,0.75
pixel-dungeon,com.watabou.pixeldungeon.actors.blobs,ConfusionGas,3.0,0.0,3.0,3.0,0.0,1.0
